Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-11-55_Kinect-Beam.wav;2014-03-24-14-11-55_Kinect-Beam.mp3;0;257;257;146880;die ständig zunehmende menge an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal und die gesellschaft darn;die ständig zunehmende menge an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal und die gesellschaft dar;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-11-55_Kinect-RAW.wav;2014-03-24-14-11-55_Kinect-RAW.mp3;0;257;257;146880;die ständig zunehmende menge an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal und die gesellschaft dar;die ständig zunehmende menge an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal und die gesellschaft dar;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-11-55_Realtek.wav;2014-03-24-14-11-55_Realtek.mp3;0;257;257;146880;die ständig zunehmende mengen an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal in die gesellschaft dar;die ständig zunehmende menge an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal und die gesellschaft dar;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-11-55_Samson.wav;2014-03-24-14-11-55_Samson.mp3;0;257;257;146880;die ständig zunehmende menge an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal und die gesellschaft dar;die ständig zunehmende menge an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal und die gesellschaft dar;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-11-55_Yamaha.wav;2014-03-24-14-11-55_Yamaha.mp3;0;257;257;146880;die ständig zunehmende menge an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal und die gesellschaft dar;die ständig zunehmende menge an gütern die durch europa befördert werden stellt offen oder versteckt eine gefahr für das personal und die gesellschaft dar;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-05_Kinect-Beam.wav;2014-03-24-14-12-05_Kinect-Beam.mp3;0;129;129;73152;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-05_Kinect-RAW.wav;2014-03-24-14-12-05_Kinect-RAW.mp3;0;129;129;73152;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-05_Realtek.wav;2014-03-24-14-12-05_Realtek.mp3;0;126;126;71424;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-05_Samson.wav;2014-03-24-14-12-05_Samson.mp3;0;126;126;71424;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-05_Yamaha.wav;2014-03-24-14-12-05_Yamaha.mp3;0;126;126;71424;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;über den kompromiss der erreicht wurde bin ich nicht besonders glücklich;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-38_Kinect-Beam.wav;2014-03-24-14-12-38_Kinect-Beam.mp3;0;136;136;77184;wir haben uns nicht für den weg entschieden und deswegen habe ich dagegen gestimmt;wir haben uns nicht für diesen weg entschieden und deswegen habe ich dagegen gestimmt;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-38_Kinect-RAW.wav;2014-03-24-14-12-38_Kinect-RAW.mp3;0;130;130;73728;wir haben uns nicht für den weg entschieden und deswegen habe ich dagegen gestimmt;wir haben uns nicht für diesen weg entschieden und deswegen habe ich dagegen gestimmt;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-38_Realtek.wav;2014-03-24-14-12-38_Realtek.mp3;0;130;130;73728;wir haben uns nicht für den weg entschieden und deswegen habe ich dagegen gestimmt;wir haben uns nicht für diesen weg entschieden und deswegen habe ich dagegen gestimmt;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-38_Samson.wav;2014-03-24-14-12-38_Samson.mp3;0;130;130;73728;wir haben uns nicht für den weg entschieden und deswegen habe ich dagegen gestimmt;wir haben uns nicht für diesen weg entschieden und deswegen habe ich dagegen gestimmt;train
PARL;male-dd99b86a-039e-4260-a715-33512b3fb78b;german-speechdata-package-v2-2v4;2014-03-24-14-12-38_Yamaha.wav;2014-03-24-14-12-38_Yamaha.mp3;0;130;130;73728;wir haben uns nicht für den weg entschieden und deswegen habe ich dagegen gestimmt;wir haben uns nicht für diesen weg entschieden und deswegen habe ich dagegen gestimmt;train
